Order ID,Gender,Age,Quantity,Category,Channel,Shipping city state,Status,Size,Date,Month,Amount
100022,Women,58,1,Top,Myntra,Telangana,Delivered,S,2022-01-01 21:00:00,January,1088.682064730125
100023,Women,55,1,Kurta,Amazon,Maharashtra,Delivered,XL,2022-01-01 22:00:00,January,1487.0905195468367
100024,Women,35,3,Set,Amazon,Karnataka,Delivered,S,2022-01-01 23:00:00,January,2033.2424630038415
100025,Women,18,1,Kurta,Amazon,Karnataka,Delivered,S,2022-01-02 00:00:00,January,1223.8798058256687
100026,Men,71,2,Set,Amazon,Maharashtra,Refunded,XL,2022-01-02 01:00:00,January,1938.8912950807764
100027,Women,56,2,Set,Amazon,Telangana,Returned,XL,2022-01-02 02:00:00,January,1671.3536131971846
100028,Women,27,1,Kurta,Ajio,Karnataka,Delivered,XL,2022-01-02 03:00:00,January,1124.222651694627
100029,Women,48,2,Western Dress,Myntra,Maharashtra,Delivered,S,2022-01-02 04:00:00,January,1388.3390190434893
100030,Women,55,1,Set,Amazon,Tamil Nadu,Delivered,S,2022-01-02 05:00:00,January,1458.8885811381365
100031,Women,24,1,Top,Amazon,Maharashtra,Delivered,M,2022-01-02 06:00:00,January,1060.2398781524123
100032,Women,55,3,Saree,Ajio,Karnataka,Delivered,L,2022-01-02 07:00:00,January,2112.4708854182704
100033,Women,25,1,Blouse,Myntra,Uttar Pradesh,Delivered,L,2022-01-02 08:00:00,January,940.2927020795593
100034,Men,51,1,Kurta,Myntra,Uttar Pradesh,Delivered,M,2022-01-02 09:00:00,January,1223.6645906192175
100035,Men,26,2,Set,Amazon,Karnataka,Delivered,S,2022-01-02 10:00:00,January,1727.8331089347098
100036,Men,42,2,Western Dress,Myntra,Karnataka,Delivered,M,2022-01-02 11:00:00,January,1501.7047150684912
100037,Women,44,1,Set,Myntra,Uttar Pradesh,Delivered,L,2022-01-02 12:00:00,January,1396.5922750531934
100038,Women,58,2,Set,Ajio,Tamil Nadu,Delivered,S,2022-01-02 13:00:00,January,1761.6177048449322
100039,Women,24,1,Saree,Myntra,Maharashtra,Delivered,L,2022-01-02 14:00:00,January,1437.939290236492
100040,Women,49,2,Blouse,Myntra,Maharashtra,Delivered,S,2022-01-02 15:00:00,January,1455.8051826032963
100041,Women,26,2,Set,Myntra,Karnataka,Delivered,XL,2022-01-02 16:00:00,January,1669.3126408054047
100042,Women,34,1,Set,Ajio,Telangana,Delivered,L,2022-01-02 17:00:00,January,1263.1979776239036
100043,Women,52,1,Kurta,Amazon,Tamil Nadu,Delivered,S,2022-01-02 18:00:00,January,1404.759923074397
100044,Men,65,1,Blouse,Ajio,Uttar Pradesh,Delivered,M,2022-01-02 19:00:00,January,1051.504694074426
100045,Women,33,1,Kurta,Myntra,Uttar Pradesh,Delivered,S,2022-01-02 20:00:00,January,1238.5410907787364
100046,Women,19,1,Top,Myntra,Maharashtra,Delivered,S,2022-01-02 21:00:00,January,931.1774830781129
100047,Women,60,1,Blouse,Myntra,Karnataka,Delivered,L,2022-01-02 22:00:00,January,939.6057324797905
100048,Women,48,3,Kurta,Myntra,Maharashtra,Delivered,M,2022-01-02 23:00:00,January,1891.009647979451
100049,Women,33,1,Western Dress,Amazon,Karnataka,Delivered,S,2022-01-03 00:00:00,January,1155.0078657015424
100050,Women,64,2,Western Dress,Myntra,Karnataka,Delivered,S,2022-01-03 01:00:00,January,1624.183505703886
100051,Men,50,1,Western Dress,Myntra,Maharashtra,Delivered,L,2022-01-03 02:00:00,January,1090.170294495676
100052,Men,38,1,Kurta,Myntra,Maharashtra,Delivered,S,2022-01-03 03:00:00,January,1326.409050755271
100053,Men,34,3,Kurta,Amazon,Karnataka,Returned,M,2022-01-03 04:00:00,January,1999.6058773618731
100054,Men,52,2,Kurta,Ajio,Tamil Nadu,Delivered,M,2022-01-03 05:00:00,January,1645.2844092770317
100055,Women,71,1,Kurta,Myntra,Karnataka,Delivered,XL,2022-01-03 06:00:00,January,1447.2905322233182
100056,Men,71,1,Kurta,Myntra,Karnataka,Delivered,S,2022-01-03 07:00:00,January,1408.5068087419545
100057,Women,68,1,Set,Myntra,Maharashtra,Delivered,M,2022-01-03 08:00:00,January,1473.9164656920022
100058,Women,69,1,Western Dress,Amazon,Uttar Pradesh,Delivered,S,2022-01-03 09:00:00,January,1298.6609368928957
100059,Women,24,2,Kurta,Myntra,Uttar Pradesh,Delivered,L,2022-01-03 10:00:00,January,1454.3296965340967
100060,Women,71,2,Set,Myntra,Karnataka,Delivered,S,2022-01-03 11:00:00,January,1848.323233179048
100061,Women,46,1,Saree,Myntra,Tamil Nadu,Delivered,M,2022-01-03 12:00:00,January,1380.686364111089
100062,Women,28,1,Set,Myntra,Maharashtra,Delivered,XL,2022-01-03 13:00:00,January,1432.496972161218
100063,Men,47,1,Kurta,Ajio,Tamil Nadu,Delivered,S,2022-01-03 14:00:00,January,1256.5949127315816
100064,Women,35,2,Western Dress,Amazon,Karnataka,Cancelled,XL,2022-01-03 15:00:00,January,1522.3088688789448
100065,Women,74,1,Kurta,Amazon,Maharashtra,Delivered,M,2022-01-03 16:00:00,January,1479.298255957854
100066,Women,63,3,Set,Amazon,Uttar Pradesh,Delivered,XL,2022-01-03 17:00:00,January,1924.2896717287197
100067,Women,33,2,Set,Amazon,Uttar Pradesh,Delivered,M,2022-01-03 18:00:00,January,1680.83014415042
100068,Men,23,1,Set,Ajio,Maharashtra,Delivered,S,2022-01-03 19:00:00,January,1335.9668864860553
100069,Women,19,2,Set,Amazon,Telangana,Delivered,S,2022-01-03 20:00:00,January,1552.1765222717418
100070,Men,72,1,Set,Myntra,Maharashtra,Delivered,L,2022-01-03 21:00:00,January,1518.4067488719406
100071,Men,60,1,Kurta,Ajio,Karnataka,Delivered,S,2022-01-03 22:00:00,January,1303.2260191042142
100072,Women,60,1,Set,Myntra,Tamil Nadu,Delivered,L,2022-01-03 23:00:00,January,1382.272681871809
100073,Women,27,3,Ethnic Dress,Amazon,Uttar Pradesh,Delivered,S,2022-01-04 00:00:00,January,2373.315237506878
100074,Men,21,1,Western Dress,Ajio,Maharashtra,Delivered,S,2022-01-04 01:00:00,January,1082.5484328281302
100075,Men,66,2,Kurta,Myntra,Karnataka,Delivered,S,2022-01-04 02:00:00,January,1626.2683790159763
100076,Men,27,1,Western Dress,Ajio,Maharashtra,Delivered,L,2022-01-04 03:00:00,January,1107.2689596543023
100077,Men,26,1,Kurta,Ajio,Karnataka,Delivered,L,2022-01-04 04:00:00,January,1157.7308051185491
100078,Women,62,2,Kurta,Ajio,Telangana,Delivered,M,2022-01-04 05:00:00,January,1435.769754363795
100079,Women,60,2,Saree,Ajio,Maharashtra,Delivered,L,2022-01-04 06:00:00,January,1702.8714595769798
100080,Women,59,1,Western Dress,Amazon,Maharashtra,Delivered,L,2022-01-04 07:00:00,January,1398.1815046527397
100081,Men,41,1,Kurta,Myntra,Maharashtra,Delivered,S,2022-01-04 08:00:00,January,1261.387383084037
100082,Women,22,1,Ethnic Dress,Myntra,Tamil Nadu,Refunded,M,2022-01-04 09:00:00,January,1619.5827396345592
100083,Women,52,1,Western Dress,Amazon,Maharashtra,Delivered,M,2022-01-04 10:00:00,January,1175.5496064638469
100084,Women,21,2,Kurta,Myntra,Karnataka,Delivered,XL,2022-01-04 11:00:00,January,1482.0918616857832
100085,Women,52,1,Set,Amazon,Tamil Nadu,Delivered,XL,2022-01-04 12:00:00,January,1407.858252268151
100086,Women,59,2,Kurta,Ajio,Uttar Pradesh,Delivered,M,2022-01-04 13:00:00,January,1516.0512189680444
100087,Men,73,1,Blouse,Amazon,Tamil Nadu,Delivered,M,2022-01-04 14:00:00,January,1149.069124109926
100088,Women,30,1,Set,Ajio,Uttar Pradesh,Delivered,S,2022-01-04 15:00:00,January,1318.60574184806
100089,Men,54,1,Set,Myntra,Telangana,Delivered,L,2022-01-04 16:00:00,January,1353.6286983714106
100090,Women,49,1,Top,Ajio,Uttar Pradesh,Delivered,L,2022-01-04 17:00:00,January,904.9076273027215
100091,Women,62,1,Kurta,Amazon,Telangana,Delivered,XL,2022-01-04 18:00:00,January,1432.9362448426182
100092,Men,73,2,Set,Myntra,Maharashtra,Returned,XL,2022-01-04 19:00:00,January,1751.1944020110757
100093,Men,18,1,Top,Ajio,Karnataka,Delivered,M,2022-01-04 20:00:00,January,886.5234047856416
100094,Women,74,2,Kurta,Amazon,Uttar Pradesh,Delivered,XL,2022-01-04 21:00:00,January,1517.3414873842491
100095,Men,28,1,Kurta,Ajio,Tamil Nadu,Returned,L,2022-01-04 22:00:00,January,1186.5967559824157
100096,Women,43,1,Set,Amazon,Maharashtra,Delivered,L,2022-01-04 23:00:00,January,1496.9007945365274
100097,Women,20,1,Western Dress,Ajio,Tamil Nadu,Delivered,M,2022-01-05 00:00:00,January,1185.945248073795
100098,Women,66,2,Saree,Myntra,Karnataka,Cancelled,M,2022-01-05 01:00:00,January,1851.625811176134
100099,Women,68,1,Top,Myntra,Maharashtra,Delivered,S,2022-01-05 02:00:00,January,1008.4024476078051
100100,Women,30,1,Kurta,Amazon,Tamil Nadu,Delivered,S,2022-01-05 03:00:00,January,1114.6542924341031
100101,Women,49,1,Kurta,Ajio,Tamil Nadu,Delivered,M,2022-01-05 04:00:00,January,1275.9418374255142
100102,Women,65,1,Saree,Amazon,Telangana,Delivered,XL,2022-01-05 05:00:00,January,1608.082417845428
100103,Women,67,1,Kurta,Amazon,Karnataka,Delivered,M,2022-01-05 06:00:00,January,1373.561249563519
100104,Women,40,1,Saree,Amazon,Tamil Nadu,Delivered,L,2022-01-05 07:00:00,January,1585.435125453888
100105,Men,69,2,Set,Ajio,Karnataka,Delivered,M,2022-01-05 08:00:00,January,1772.399374946361
100106,Women,40,1,Western Dress,Myntra,Maharashtra,Delivered,XL,2022-01-05 09:00:00,January,1074.5279607509024
100107,Women,68,1,Blouse,Myntra,Karnataka,Delivered,XL,2022-01-05 10:00:00,January,1029.67357695989
100108,Men,47,1,Kurta,Amazon,Karnataka,Returned,XL,2022-01-05 11:00:00,January,1313.5767617880979
100109,Women,23,1,Ethnic Dress,Myntra,Telangana,Delivered,S,2022-01-05 12:00:00,January,1485.5706837752512
100110,Women,72,1,Kurta,Amazon,Telangana,Delivered,L,2022-01-05 13:00:00,January,1396.4581251829138
100111,Women,24,2,Kurta,Ajio,Uttar Pradesh,Returned,L,2022-01-05 14:00:00,January,1406.865385819156
100112,Women,64,1,Top,Amazon,Maharashtra,Delivered,S,2022-01-05 15:00:00,January,1020.0693151081886
100113,Men,47,3,Set,Ajio,Telangana,Delivered,S,2022-01-05 16:00:00,January,1969.4552348619052
100114,Men,54,1,Western Dress,Myntra,Maharashtra,Delivered,L,2022-01-05 17:00:00,January,1353.7215261388558
100115,Women,65,1,Set,Myntra,Maharashtra,Delivered,M,2022-01-05 18:00:00,January,1512.6790560296863
100116,Men,49,3,Kurta,Ajio,Uttar Pradesh,Delivered,S,2022-01-05 19:00:00,January,1914.3159286025905
100117,Men,23,2,Top,Myntra,Karnataka,Delivered,S,2022-01-05 20:00:00,January,1289.7519279930968
100118,Women,52,1,Set,Amazon,Telangana,Delivered,XL,2022-01-05 21:00:00,January,1486.8798580765713
100119,Men,49,1,Set,Myntra,Telangana,Delivered,XL,2022-01-05 22:00:00,January,1392.3307241774498
100120,Women,29,1,Blouse,Myntra,Tamil Nadu,Delivered,XL,2022-01-05 23:00:00,January,893.8684917677414
100121,Men,21,1,Top,Amazon,Tamil Nadu,Delivered,S,2022-01-06 00:00:00,January,956.5718816644676
100122,Men,49,2,Saree,Myntra,Uttar Pradesh,Delivered,XL,2022-01-06 01:00:00,January,1749.5563228287679
100123,Women,71,1,Kurta,Amazon,Uttar Pradesh,Delivered,XL,2022-01-06 02:00:00,January,1373.7622904494833
100124,Women,52,1,Western Dress,Ajio,Uttar Pradesh,Delivered,L,2022-01-06 03:00:00,January,1138.2191382909991
100125,Women,65,1,Bottom,Myntra,Tamil Nadu,Delivered,S,2022-01-06 04:00:00,January,985.1480140305285
100126,Women,33,1,Kurta,Amazon,Telangana,Delivered,XL,2022-01-06 05:00:00,January,1174.427677818605
100127,Men,72,1,Saree,Ajio,Karnataka,Delivered,M,2022-01-06 06:00:00,January,1640.1868549599071
100128,Men,68,1,Set,Amazon,Telangana,Delivered,M,2022-01-06 07:00:00,January,1568.5233071105902
100129,Women,32,1,Kurta,Myntra,Karnataka,Delivered,XL,2022-01-06 08:00:00,January,1244.4722934410802
100130,Women,58,1,Set,Ajio,Maharashtra,Delivered,M,2022-01-06 09:00:00,January,1307.5292371798243
100131,Women,69,1,Kurta,Ajio,Maharashtra,Delivered,S,2022-01-06 10:00:00,January,1354.0955071068688
100132,Women,19,3,Set,Amazon,Karnataka,Delivered,L,2022-01-06 11:00:00,January,1943.0573360925946
100133,Women,23,2,Kurta,Myntra,Karnataka,Refunded,XL,2022-01-06 12:00:00,January,1525.8731522282321
100134,Women,31,1,Set,Myntra,Telangana,Delivered,XL,2022-01-06 13:00:00,January,1235.187013391359
100135,Men,58,3,Kurta,Amazon,Uttar Pradesh,Delivered,S,2022-01-06 14:00:00,January,1874.2661363088296
100136,Women,46,2,Kurta,Amazon,Maharashtra,Delivered,S,2022-01-06 15:00:00,January,1881.1386640004628
100137,Women,59,1,Set,Amazon,Maharashtra,Delivered,L,2022-01-06 16:00:00,January,1577.8092106426036
100138,Men,43,2,Ethnic Dress,Ajio,Maharashtra,Returned,S,2022-01-06 17:00:00,January,2012.1549143814493
100139,Women,35,1,Set,Ajio,Maharashtra,Delivered,XL,2022-01-06 18:00:00,January,1298.016406011004
100140,Men,64,1,Top,Ajio,Maharashtra,Delivered,M,2022-01-06 19:00:00,January,1114.6875990605736
100141,Men,21,1,Kurta,Amazon,Telangana,Delivered,M,2022-01-06 20:00:00,January,1341.7444864665058
100142,Women,54,1,Set,Myntra,Telangana,Delivered,XL,2022-01-06 21:00:00,January,1614.6812106739046
100143,Women,74,1,Set,Myntra,Karnataka,Delivered,M,2022-01-06 22:00:00,January,1458.6390509914625
100144,Women,72,2,Blouse,Ajio,Maharashtra,Delivered,S,2022-01-06 23:00:00,January,1128.3465360567554
100145,Women,70,1,Top,Myntra,Maharashtra,Delivered,M,2022-01-07 00:00:00,January,1100.5766967798484
100146,Women,55,3,Set,Myntra,Uttar Pradesh,Delivered,M,2022-01-07 01:00:00,January,1795.2646436075013
100147,Women,42,2,Set,Myntra,Tamil Nadu,Delivered,XL,2022-01-07 02:00:00,January,1695.8398831560455
100148,Women,64,2,Western Dress,Amazon,Maharashtra,Delivered,L,2022-01-07 03:00:00,January,1605.1131197207949
100149,Women,69,1,Set,Amazon,Maharashtra,Cancelled,XL,2022-01-07 04:00:00,January,1566.4622472345668
100150,Women,46,2,Blouse,Myntra,Karnataka,Returned,S,2022-01-07 05:00:00,January,1358.7549588625332
100151,Men,51,1,Top,Myntra,Uttar Pradesh,Delivered,S,2022-01-07 06:00:00,January,877.1424454036054
100152,Women,33,1,Saree,Amazon,Karnataka,Delivered,S,2022-01-07 07:00:00,January,1435.1713487456311
100153,Women,54,1,Set,Myntra,Uttar Pradesh,Delivered,XL,2022-01-07 08:00:00,January,1399.394875214323
100154,Women,47,2,Set,Myntra,Maharashtra,Delivered,S,2022-01-07 09:00:00,January,1813.563567911144
100155,Men,40,1,Blouse,Amazon,Maharashtra,Delivered,M,2022-01-07 10:00:00,January,952.6124950251913
100156,Women,53,2,Kurta,Amazon,Maharashtra,Delivered,XL,2022-01-07 11:00:00,January,1685.4836587543425
100157,Women,45,2,Kurta,Ajio,Tamil Nadu,Delivered,M,2022-01-07 12:00:00,January,1540.8351208120162
100158,Men,18,1,Western Dress,Amazon,Telangana,Delivered,S,2022-01-07 13:00:00,January,1104.1790775420914
100159,Women,25,1,Kurta,Amazon,Maharashtra,Delivered,XL,2022-01-07 14:00:00,January,1278.4863920563791
100160,Men,70,1,Saree,Amazon,Telangana,Delivered,L,2022-01-07 15:00:00,January,1564.9051416613916
100161,Women,59,1,Ethnic Dress,Myntra,Telangana,Delivered,S,2022-01-07 16:00:00,January,1669.767590582994
100162,Women,32,1,Set,Myntra,Tamil Nadu,Delivered,S,2022-01-07 17:00:00,January,1223.393086638184
100163,Women,51,1,Set,Ajio,Karnataka,Returned,L,2022-01-07 18:00:00,January,1399.2190680636124
100164,Women,36,1,Set,Myntra,Tamil Nadu,Delivered,XL,2022-01-07 19:00:00,January,1357.00467507364
100165,Women,61,2,Set,Ajio,Tamil Nadu,Delivered,S,2022-01-07 20:00:00,January,1783.6563948617581
100166,Men,47,1,Set,Amazon,Telangana,Delivered,S,2022-01-07 21:00:00,January,1406.5166802445258
100167,Women,27,3,Set,Amazon,Maharashtra,Delivered,XL,2022-01-07 22:00:00,January,1945.7050056689952
100168,Women,61,1,Set,Ajio,Telangana,Delivered,L,2022-01-07 23:00:00,January,1383.7824150714446
100169,Women,70,2,Kurta,Myntra,Uttar Pradesh,Delivered,XL,2022-01-08 00:00:00,January,1530.0774180997964
100170,Women,44,1,Western Dress,Amazon,Tamil Nadu,Returned,S,2022-01-08 01:00:00,January,1257.91387563785
100171,Women,37,3,Bottom,Ajio,Karnataka,Delivered,L,2022-01-08 02:00:00,January,1367.5895081393674
100172,Women,42,1,Set,Ajio,Uttar Pradesh,Delivered,S,2022-01-08 03:00:00,January,1349.1577616916848
100173,Women,26,1,Western Dress,Myntra,Uttar Pradesh,Refunded,XL,2022-01-08 04:00:00,January,1121.130612005997
100174,Women,57,1,Kurta,Amazon,Maharashtra,Delivered,M,2022-01-08 05:00:00,January,1219.6972091383686
100175,Women,51,1,Kurta,Amazon,Maharashtra,Delivered,L,2022-01-08 06:00:00,January,1395.7618442578491
100176,Women,38,1,Western Dress,Myntra,Maharashtra,Delivered,XL,2022-01-08 07:00:00,January,1183.3001781146972
100177,Women,41,2,Set,Ajio,Karnataka,Delivered,XL,2022-01-08 08:00:00,January,1692.728444880743
100178,Women,73,1,Set,Ajio,Maharashtra,Delivered,L,2022-01-08 09:00:00,January,1477.9333387435945
100179,Men,24,2,Kurta,Ajio,Karnataka,Delivered,M,2022-01-08 10:00:00,January,1469.7818261356485
100180,Women,21,2,Set,Ajio,Maharashtra,Delivered,M,2022-01-08 11:00:00,January,1555.1635993143832
100181,Women,68,3,Kurta,Ajio,Maharashtra,Delivered,M,2022-01-08 12:00:00,January,2022.9028548881897
100182,Women,25,1,Set,Ajio,Uttar Pradesh,Delivered,XL,2022-01-08 13:00:00,January,1259.7161736612318
100183,Men,73,1,Set,Ajio,Uttar Pradesh,Returned,S,2022-01-08 14:00:00,January,1525.7303296101231
100184,Men,30,1,Set,Amazon,Maharashtra,Delivered,XL,2022-01-08 15:00:00,January,1382.617080516788
100185,Women,38,1,Set,Amazon,Uttar Pradesh,Delivered,XL,2022-01-08 16:00:00,January,1435.9947644597728
100186,Women,52,1,Kurta,Amazon,Tamil Nadu,Delivered,S,2022-01-08 17:00:00,January,1450.98767592775
100187,Men,22,1,Kurta,Amazon,Karnataka,Delivered,M,2022-01-08 18:00:00,January,1280.4827344884345
100188,Women,69,1,Set,Amazon,Maharashtra,Delivered,XL,2022-01-08 19:00:00,January,1398.9644419755098
100189,Women,25,1,Bottom,Ajio,Tamil Nadu,Delivered,L,2022-01-08 20:00:00,January,871.2013558881956
100190,Women,19,1,Set,Ajio,Uttar Pradesh,Delivered,S,2022-01-08 21:00:00,January,1271.3146135014924
100191,Women,41,1,Set,Amazon,Maharashtra,Delivered,M,2022-01-08 22:00:00,January,1639.3909608099057
100192,Men,59,1,Set,Myntra,Tamil Nadu,Delivered,S,2022-01-08 23:00:00,January,1472.0300411264177
100193,Men,71,1,Western Dress,Ajio,Maharashtra,Delivered,L,2022-01-09 00:00:00,January,1248.2013752288697
100194,Women,33,2,Western Dress,Amazon,Maharashtra,Delivered,L,2022-01-09 01:00:00,January,1484.6611647680577
100195,Women,21,2,Blouse,Ajio,Telangana,Delivered,XL,2022-01-09 02:00:00,January,1289.3454304256102
100196,Women,47,3,Set,Amazon,Tamil Nadu,Returned,XL,2022-01-09 03:00:00,January,2079.2058767516155
100197,Men,63,2,Kurta,Myntra,Karnataka,Delivered,M,2022-01-09 04:00:00,January,1630.7562770843028
100198,Men,47,1,Saree,Ajio,Maharashtra,Delivered,M,2022-01-09 05:00:00,January,1513.0887331698505
100199,Men,52,1,Top,Amazon,Uttar Pradesh,Delivered,S,2022-01-09 06:00:00,January,903.3719323581406
100200,Men,59,3,Set,Myntra,Telangana,Delivered,M,2022-01-09 07:00:00,January,2096.7329892433995
100201,Women,30,2,Saree,Myntra,Uttar Pradesh,Delivered,M,2022-01-09 08:00:00,January,1726.8337535262692
100202,Women,54,2,Western Dress,Ajio,Karnataka,Delivered,M,2022-01-09 09:00:00,January,1575.0504396614162
100203,Women,71,2,Set,Myntra,Uttar Pradesh,Delivered,L,2022-01-09 10:00:00,January,1793.344492788349
100204,Men,66,1,Set,Ajio,Karnataka,Delivered,M,2022-01-09 11:00:00,January,1364.355971103571
100205,Women,66,2,Kurta,Amazon,Telangana,Delivered,M,2022-01-09 12:00:00,January,1740.7292533125403
100206,Women,28,1,Western Dress,Myntra,Maharashtra,Delivered,L,2022-01-09 13:00:00,January,1073.858581901572
100207,Women,36,1,Set,Amazon,Uttar Pradesh,Delivered,L,2022-01-09 14:00:00,January,1374.2956879325695
100208,Women,35,1,Set,Ajio,Telangana,Delivered,L,2022-01-09 15:00:00,January,1559.2101870184038
100209,Women,34,1,Set,Amazon,Telangana,Delivered,S,2022-01-09 16:00:00,January,1445.966147627317
100210,Women,28,1,Saree,Ajio,Uttar Pradesh,Delivered,L,2022-01-09 17:00:00,January,1425.1942791702231
100211,Women,32,1,Set,Myntra,Maharashtra,Delivered,S,2022-01-09 18:00:00,January,1323.3920635652148
100212,Women,25,1,Kurta,Amazon,Uttar Pradesh,Delivered,M,2022-01-09 19:00:00,January,1237.4145175278777
100213,Women,61,1,Top,Myntra,Telangana,Delivered,M,2022-01-09 20:00:00,January,1038.9176021560415
100214,Women,46,1,Top,Amazon,Tamil Nadu,Delivered,L,2022-01-09 21:00:00,January,973.7422573869784
100215,Men,34,2,Western Dress,Ajio,Uttar Pradesh,Delivered,M,2022-01-09 22:00:00,January,1337.4530820914533
100216,Women,43,2,Western Dress,Ajio,Tamil Nadu,Cancelled,S,2022-01-09 23:00:00,January,1374.6249809568694
100217,Women,73,1,Kurta,Amazon,Maharashtra,Delivered,M,2022-01-10 00:00:00,January,1377.6308512031014
100218,Men,22,1,Kurta,Myntra,Telangana,Delivered,XL,2022-01-10 01:00:00,January,1155.211603781293
100219,Women,21,1,Set,Myntra,Maharashtra,Delivered,S,2022-01-10 02:00:00,January,1414.972582965683
100220,Men,73,1,Kurta,Myntra,Tamil Nadu,Delivered,M,2022-01-10 03:00:00,January,1346.8459395956372
100221,Women,41,1,Set,Ajio,Telangana,Delivered,XL,2022-01-10 04:00:00,January,1327.2452351863665
100222,Women,28,1,Kurta,Amazon,Telangana,Returned,XL,2022-01-10 05:00:00,January,1149.9115259181378
100223,Women,47,2,Western Dress,Amazon,Karnataka,Delivered,M,2022-01-10 06:00:00,January,1554.599512225821
100224,Women,57,1,Kurta,Myntra,Maharashtra,Delivered,XL,2022-01-10 07:00:00,January,1408.6259182740537
100225,Women,65,1,Kurta,Myntra,Maharashtra,Delivered,L,2022-01-10 08:00:00,January,1445.4354568706963
100226,Women,65,1,Saree,Ajio,Tamil Nadu,Delivered,L,2022-01-10 09:00:00,January,1428.6493592691197
100227,Men,52,2,Kurta,Amazon,Uttar Pradesh,Delivered,S,2022-01-10 10:00:00,January,1567.696222394171
100228,Women,61,1,Set,Amazon,Maharashtra,Cancelled,S,2022-01-10 11:00:00,January,1664.8180840398531
100229,Men,73,4,Kurta,Ajio,Maharashtra,Delivered,XL,2022-01-10 12:00:00,January,2173.950000080255
100230,Women,62,3,Kurta,Amazon,Karnataka,Delivered,XL,2022-01-10 13:00:00,January,2025.1486468455632
100231,Men,50,2,Set,Myntra,Maharashtra,Delivered,L,2022-01-10 14:00:00,January,1875.095822406741
100232,Women,53,2,Kurta,Amazon,Karnataka,Delivered,M,2022-01-10 15:00:00,January,1653.18421946513
100233,Women,38,1,Kurta,Ajio,Maharashtra,Delivered,XL,2022-01-10 16:00:00,January,1302.1167399273832
100234,Women,55,1,Top,Ajio,Uttar Pradesh,Delivered,XL,2022-01-10 17:00:00,January,1006.9041467973516
100235,Women,22,3,Kurta,Ajio,Maharashtra,Delivered,M,2022-01-10 18:00:00,January,1748.8400498758022
100236,Men,22,1,Set,Myntra,Maharashtra,Returned,L,2022-01-10 19:00:00,January,1402.8438353746606
100237,Women,38,1,Kurta,Amazon,Telangana,Delivered,XL,2022-01-10 20:00:00,January,1294.2473074023324
100238,Women,42,1,Set,Amazon,Maharashtra,Delivered,M,2022-01-10 21:00:00,January,1518.0650135787798
100239,Women,27,2,Set,Amazon,Tamil Nadu,Delivered,L,2022-01-10 22:00:00,January,1730.3456401652652
100240,Women,36,1,Top,Myntra,Uttar Pradesh,Delivered,L,2022-01-10 23:00:00,January,958.3268414502102
100241,Men,49,1,Kurta,Myntra,Karnataka,Delivered,L,2022-01-11 00:00:00,January,1399.1544458658734
100242,Men,35,2,Kurta,Myntra,Maharashtra,Delivered,L,2022-01-11 01:00:00,January,1606.9561656401027
